article_batch_name,article_number,article_filename,article_sha256,article_text_length,tua_group_uuid,tua_group_name,tua_batch_uuid,tua_batch_name,tua_batch_final,source_task_uuid,tua_uuid,namespace,topic_name,case_number,answer_uuid,extra,highlight_count,start_pos,end_pos,target_text
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/McenanySparsWithReportersOver.txt,530712340,McenanySparsWithReportersOver.txt,a77ebf49309cd135e721f065b795a273bdb20d6da2591e6e0121b21caec320e2,2953,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,6a0cc39f-a47a-428b-a535-f060cf5ed5af,75f8c841-89a1-475b-8886-c104d2547877,Sources2021_02_23,01.02.02,1,49ee34db-883c-41c2-8a6a-d5e5ddfb828b,"{""contrib_count"": 5, ""answer_text_list"": []}",0,0,0,
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/McenanySparsWithReportersOver.txt,530712340,McenanySparsWithReportersOver.txt,a77ebf49309cd135e721f065b795a273bdb20d6da2591e6e0121b21caec320e2,2953,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,6a0cc39f-a47a-428b-a535-f060cf5ed5af,90d0010d-209b-4af8-bf94-137ed3a6d151,Sources2021_02_23,01.01.02,1,e4b27f85-f2ee-4555-83bf-15890e9c6c78,"{""contrib_count"": 6, ""answer_text_list"": []}",0,0,0,
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/McenanySparsWithReportersOver.txt,530712340,McenanySparsWithReportersOver.txt,a77ebf49309cd135e721f065b795a273bdb20d6da2591e6e0121b21caec320e2,2953,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,6a0cc39f-a47a-428b-a535-f060cf5ed5af,f02e9425-7a91-4a85-9cb5-ebd0bdf83d72,Sources2021_02_23,01.06.01,1,7ec12d42-9ce5-45a0-9c22-17059884f0c1,"{""contrib_count"": 7, ""answer_text_list"": []}",1,2199,2238,"media has never called it the \u2018Kung Flu"
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/McenanySparsWithReportersOver.txt,530712340,McenanySparsWithReportersOver.txt,a77ebf49309cd135e721f065b795a273bdb20d6da2591e6e0121b21caec320e2,2953,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,6a0cc39f-a47a-428b-a535-f060cf5ed5af,c4cf07f9-5b20-4b5d-af83-ce663483c019,Sources2021_02_23,01.06.01,2,7ec12d42-9ce5-45a0-9c22-17059884f0c1,"{""contrib_count"": 7, ""answer_text_list"": []}",1,2246,2321,"Calling it the Chinese coronavirus and \u2018Kung Flu\u2019 are very different things"
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/McenanySparsWithReportersOver.txt,530712340,McenanySparsWithReportersOver.txt,a77ebf49309cd135e721f065b795a273bdb20d6da2591e6e0121b21caec320e2,2953,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,6a0cc39f-a47a-428b-a535-f060cf5ed5af,56244a59-f490-4deb-8122-058e9d3ee7ff,Sources2021_02_23,01.05.07,1,0fb8b570-3498-4662-999f-266a90cdb5b0,"{""contrib_count"": 5, ""answer_text_list"": []}",1,2144,2147,CNN
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/McenanySparsWithReportersOver.txt,530712340,McenanySparsWithReportersOver.txt,a77ebf49309cd135e721f065b795a273bdb20d6da2591e6e0121b21caec320e2,2953,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,6a0cc39f-a47a-428b-a535-f060cf5ed5af,6c9d5429-6a63-4562-983d-782bac53f2c6,Sources2021_02_23,01.06.02,1,de990e39-41ac-4bdb-bd52-19081eeff520,"{""contrib_count"": 5, ""answer_text_list"": []}",1,2515,2569,"repeated that the media hasn\u2019t used the term \u201cKung Flu"
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/McenanySparsWithReportersOver.txt,530712340,McenanySparsWithReportersOver.txt,a77ebf49309cd135e721f065b795a273bdb20d6da2591e6e0121b21caec320e2,2953,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,6a0cc39f-a47a-428b-a535-f060cf5ed5af,d0237697-2306-4328-af12-8f6b5b0439f0,Sources2021_02_23,01.03.01,1,0c6cfcb0-51be-4afd-9deb-80c645cc8500,"{""contrib_count"": 7, ""answer_text_list"": []}",0,0,0,
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/TrumpUnapologeticallyUsesPhrase.txt,530712341,TrumpUnapologeticallyUsesPhrase.txt,bf416e2f6049591f574f17ab5c582d6ef4ccaa9c36c55af83db0d2b97d6cdcc3,6449,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,bce5c711-b246-4cc4-a57e-16fccc8590f7,a5974dba-71f9-4b85-beb2-d410130b2af5,Sources2021_02_23,01.05.05,1,046ea196-fa0f-4ed5-ad7d-9d4190be802c,"{""contrib_count"": 6, ""answer_text_list"": []}",1,738,743,Trump
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/TrumpUnapologeticallyUsesPhrase.txt,530712341,TrumpUnapologeticallyUsesPhrase.txt,bf416e2f6049591f574f17ab5c582d6ef4ccaa9c36c55af83db0d2b97d6cdcc3,6449,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,bce5c711-b246-4cc4-a57e-16fccc8590f7,613b2db4-20ea-4ffa-bb89-c586c7a3a979,Sources2021_02_23,01.07.07,1,18e21aa9-9d29-437d-aa47-79e19060d9a9,"{""contrib_count"": 6, ""answer_text_list"": []}",1,744,751,tweeted
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/TrumpUnapologeticallyUsesPhrase.txt,530712341,TrumpUnapologeticallyUsesPhrase.txt,bf416e2f6049591f574f17ab5c582d6ef4ccaa9c36c55af83db0d2b97d6cdcc3,6449,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,bce5c711-b246-4cc4-a57e-16fccc8590f7,97c21be8-d894-4509-9175-ced5482c0f3c,Sources2021_02_23,01.07.07,2,18e21aa9-9d29-437d-aa47-79e19060d9a9,"{""contrib_count"": 6, ""answer_text_list"": []}",1,930,937,tweeted
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/TrumpUnapologeticallyUsesPhrase.txt,530712341,TrumpUnapologeticallyUsesPhrase.txt,bf416e2f6049591f574f17ab5c582d6ef4ccaa9c36c55af83db0d2b97d6cdcc3,6449,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,bce5c711-b246-4cc4-a57e-16fccc8590f7,45360594-05dd-45e3-b77b-46bce41c3470,Sources2021_02_23,01.12.01,1,3a420025-fc92-484a-aa88-7c73b6fa8e7b,"{""contrib_count"": 7, ""answer_text_list"": []}",0,0,0,
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/TrumpUnapologeticallyUsesPhrase.txt,530712341,TrumpUnapologeticallyUsesPhrase.txt,bf416e2f6049591f574f17ab5c582d6ef4ccaa9c36c55af83db0d2b97d6cdcc3,6449,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,bce5c711-b246-4cc4-a57e-16fccc8590f7,c0128119-1d5c-444f-aac8-332b4e8e8a28,Sources2021_02_23,01.08.02,1,34edcf9d-4972-4742-914a-708b1325718b,"{""contrib_count"": 5, ""answer_text_list"": []}",0,0,0,
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/TrumpUnapologeticallyUsesPhrase.txt,530712341,TrumpUnapologeticallyUsesPhrase.txt,bf416e2f6049591f574f17ab5c582d6ef4ccaa9c36c55af83db0d2b97d6cdcc3,6449,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,bce5c711-b246-4cc4-a57e-16fccc8590f7,5d005e12-76a2-4944-b8ee-4a5a3d37f945,Sources2021_02_23,01.01.01,1,7e9ccb21-8e3f-4847-b7f0-10179ac3c497,"{""contrib_count"": 5, ""answer_text_list"": []}",0,0,0,
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/TrumpUnapologeticallyUsesPhrase.txt,530712341,TrumpUnapologeticallyUsesPhrase.txt,bf416e2f6049591f574f17ab5c582d6ef4ccaa9c36c55af83db0d2b97d6cdcc3,6449,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,bce5c711-b246-4cc4-a57e-16fccc8590f7,20ae0ac5-77e0-4754-9911-47e8931dc64b,Sources2021_02_23,01.06.01,1,7ec12d42-9ce5-45a0-9c22-17059884f0c1,"{""contrib_count"": 7, ""answer_text_list"": []}",1,686,735,I always treated the Chinese Virus very seriously
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/TrumpUnapologeticallyUsesPhrase.txt,530712341,TrumpUnapologeticallyUsesPhrase.txt,bf416e2f6049591f574f17ab5c582d6ef4ccaa9c36c55af83db0d2b97d6cdcc3,6449,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,bce5c711-b246-4cc4-a57e-16fccc8590f7,7b9763bf-7068-417b-b2c3-89399e110d86,Sources2021_02_23,01.06.01,2,7ec12d42-9ce5-45a0-9c22-17059884f0c1,"{""contrib_count"": 7, ""answer_text_list"": []}",1,940,1084,I will be having a news conference today to discuss very important news from the FDA [Food and Drug Administration] concerning the Chinese Virus
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/TrumpUnapologeticallyUsesPhrase.txt,530712341,TrumpUnapologeticallyUsesPhrase.txt,bf416e2f6049591f574f17ab5c582d6ef4ccaa9c36c55af83db0d2b97d6cdcc3,6449,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,bce5c711-b246-4cc4-a57e-16fccc8590f7,2dab98ab-ddc2-4434-83c5-892aee06104b,Sources2021_02_23,01.06.01,3,7ec12d42-9ce5-45a0-9c22-17059884f0c1,"{""contrib_count"": 7, ""answer_text_list"": []}",1,1415,1569,"Because it's from China. It's not racist at all, no. Not at all. It comes from China,"" Trump said. ""That's why. It comes from China. I want to be accurate"
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/TrumpUnapologeticallyUsesPhrase.txt,530712341,TrumpUnapologeticallyUsesPhrase.txt,bf416e2f6049591f574f17ab5c582d6ef4ccaa9c36c55af83db0d2b97d6cdcc3,6449,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,bce5c711-b246-4cc4-a57e-16fccc8590f7,1d88d69d-f7f9-4233-8eb7-22ba173c7faf,Sources2021_02_23,01.06.01,4,7ec12d42-9ce5-45a0-9c22-17059884f0c1,"{""contrib_count"": 7, ""answer_text_list"": []}",1,3206,3407,"As you know China tried to say at one point, maybe they stopped now, that it was caused by American soldiers. That can't happen. it's not gonna happen. Not as long as I'm president. It comes from China"
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/TrumpUnapologeticallyUsesPhrase.txt,530712341,TrumpUnapologeticallyUsesPhrase.txt,bf416e2f6049591f574f17ab5c582d6ef4ccaa9c36c55af83db0d2b97d6cdcc3,6449,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,bce5c711-b246-4cc4-a57e-16fccc8590f7,809fd108-e8ba-4fc4-a94f-3833db859974,Sources2021_02_23,01.06.01,5,7ec12d42-9ce5-45a0-9c22-17059884f0c1,"{""contrib_count"": 7, ""answer_text_list"": []}",1,6030,6227,"For the people that are now out of work because of the important and necessary containment policies, for instance the shutting down of hotels, bars and restaurants, money will soon be coming to you"
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/TrumpUnapologeticallyUsesPhrase.txt,530712341,TrumpUnapologeticallyUsesPhrase.txt,bf416e2f6049591f574f17ab5c582d6ef4ccaa9c36c55af83db0d2b97d6cdcc3,6449,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,bce5c711-b246-4cc4-a57e-16fccc8590f7,626b7774-4288-4235-b225-c64acf9b3705,Sources2021_02_23,01.06.01,6,7ec12d42-9ce5-45a0-9c22-17059884f0c1,"{""contrib_count"": 7, ""answer_text_list"": []}",1,6246,6326,The onslaught of the Chinese Virus is not your fault! Will be stronger than ever
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/TrumpUnapologeticallyUsesPhrase.txt,530712341,TrumpUnapologeticallyUsesPhrase.txt,bf416e2f6049591f574f17ab5c582d6ef4ccaa9c36c55af83db0d2b97d6cdcc3,6449,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,bce5c711-b246-4cc4-a57e-16fccc8590f7,67e02294-938b-4244-a744-40dd121310e4,Sources2021_02_23,01.03.01,1,0c6cfcb0-51be-4afd-9deb-80c645cc8500,"{""contrib_count"": 7, ""answer_text_list"": []}",0,0,0,
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/TrumpUnapologeticallyUsesPhrase.txt,530712341,TrumpUnapologeticallyUsesPhrase.txt,bf416e2f6049591f574f17ab5c582d6ef4ccaa9c36c55af83db0d2b97d6cdcc3,6449,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,7e5651c9-9040-413f-a618-57eba52126e0,da380558-7a54-4db0-8af6-f9ed1db34846,Sources2021_02_23,01.11.06,1,b4348bb8-3734-49c4-b270-f2e70ba66ad3,"{""contrib_count"": 4, ""answer_text_list"": []}",0,0,0,
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/TrumpUnapologeticallyUsesPhrase.txt,530712341,TrumpUnapologeticallyUsesPhrase.txt,bf416e2f6049591f574f17ab5c582d6ef4ccaa9c36c55af83db0d2b97d6cdcc3,6449,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,7e5651c9-9040-413f-a618-57eba52126e0,e5434f64-d3ba-428b-aa41-b3cb71bb9c46,Sources2021_02_23,01.12.01,1,3a420025-fc92-484a-aa88-7c73b6fa8e7b,"{""contrib_count"": 7, ""answer_text_list"": []}",0,0,0,
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/TrumpUnapologeticallyUsesPhrase.txt,530712341,TrumpUnapologeticallyUsesPhrase.txt,bf416e2f6049591f574f17ab5c582d6ef4ccaa9c36c55af83db0d2b97d6cdcc3,6449,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,7e5651c9-9040-413f-a618-57eba52126e0,29a23182-0b4c-49f2-b341-a25e14395b0e,Sources2021_02_23,01.07.09,1,4610a084-b57f-4bdb-9807-f20bcabf8dea,"{""contrib_count"": 4, ""answer_text_list"": []}",0,0,0,
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/TrumpUnapologeticallyUsesPhrase.txt,530712341,TrumpUnapologeticallyUsesPhrase.txt,bf416e2f6049591f574f17ab5c582d6ef4ccaa9c36c55af83db0d2b97d6cdcc3,6449,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,7e5651c9-9040-413f-a618-57eba52126e0,3201c681-0b20-4023-be53-9e6c8300d248,Sources2021_02_23,01.03.02,1,9509687d-a1fd-476e-b079-b49ed9839759,"{""contrib_count"": 5, ""answer_text_list"": []}",0,0,0,
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/TrumpUnapologeticallyUsesPhrase.txt,530712341,TrumpUnapologeticallyUsesPhrase.txt,bf416e2f6049591f574f17ab5c582d6ef4ccaa9c36c55af83db0d2b97d6cdcc3,6449,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,7e5651c9-9040-413f-a618-57eba52126e0,49333135-aaaf-4982-9644-f7250930f7b9,Sources2021_02_23,01.01.02,1,e4b27f85-f2ee-4555-83bf-15890e9c6c78,"{""contrib_count"": 7, ""answer_text_list"": []}",0,0,0,
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/TrumpUnapologeticallyUsesPhrase.txt,530712341,TrumpUnapologeticallyUsesPhrase.txt,bf416e2f6049591f574f17ab5c582d6ef4ccaa9c36c55af83db0d2b97d6cdcc3,6449,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,7e5651c9-9040-413f-a618-57eba52126e0,4bb071a6-bb2a-424c-a58d-bc258a43097f,Sources2021_02_23,01.05.02,1,c14cfbf4-9178-4bad-a780-d59cf704a4ac,"{""contrib_count"": 5, ""answer_text_list"": []}",1,1351,1359,reporter
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/TrumpUnapologeticallyUsesPhrase.txt,530712341,TrumpUnapologeticallyUsesPhrase.txt,bf416e2f6049591f574f17ab5c582d6ef4ccaa9c36c55af83db0d2b97d6cdcc3,6449,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,7e5651c9-9040-413f-a618-57eba52126e0,f5e755ef-c04a-437a-9c06-0c1387db6daa,Sources2021_02_23,01.06.01,1,7ec12d42-9ce5-45a0-9c22-17059884f0c1,"{""contrib_count"": 6, ""answer_text_list"": []}",1,1377,1408,a lot of people say it's racist
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/TrumpUnapologeticallyUsesPhrase.txt,530712341,TrumpUnapologeticallyUsesPhrase.txt,bf416e2f6049591f574f17ab5c582d6ef4ccaa9c36c55af83db0d2b97d6cdcc3,6449,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,7e5651c9-9040-413f-a618-57eba52126e0,63c141df-bba8-472b-8471-d080faeb39d1,Sources2021_02_23,01.08.03,1,6fc4a5a4-428b-42cb-9516-20e966f72b9c,"{""contrib_count"": 4, ""answer_text_list"": []}",0,0,0,
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/TrumpUnapologeticallyUsesPhrase.txt,530712341,TrumpUnapologeticallyUsesPhrase.txt,bf416e2f6049591f574f17ab5c582d6ef4ccaa9c36c55af83db0d2b97d6cdcc3,6449,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,7e5651c9-9040-413f-a618-57eba52126e0,92864202-40ed-4e2f-9523-8c940b639725,Sources2021_02_23,01.04.01,1,0136b0a5-0ff8-40ba-87e9-02095f9cad3a,"{""contrib_count"": 5, ""answer_text_list"": []}",0,0,0,
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/TrumpUnapologeticallyUsesPhrase.txt,530712341,TrumpUnapologeticallyUsesPhrase.txt,bf416e2f6049591f574f17ab5c582d6ef4ccaa9c36c55af83db0d2b97d6cdcc3,6449,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,d96b7803-fcb5-4b6e-9b82-1cfa41c0cb7a,8d40abe8-b486-4519-9484-b9867f055554,Sources2021_02_23,01.05.07,1,0fb8b570-3498-4662-999f-266a90cdb5b0,"{""contrib_count"": 7, ""answer_text_list"": []}",1,2282,2321,White House's National Security Council
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/TrumpUnapologeticallyUsesPhrase.txt,530712341,TrumpUnapologeticallyUsesPhrase.txt,bf416e2f6049591f574f17ab5c582d6ef4ccaa9c36c55af83db0d2b97d6cdcc3,6449,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,d96b7803-fcb5-4b6e-9b82-1cfa41c0cb7a,df1d1fc6-fbce-4a73-8cf7-3b01d1b7dd57,Sources2021_02_23,01.12.01,1,3a420025-fc92-484a-aa88-7c73b6fa8e7b,"{""contrib_count"": 7, ""answer_text_list"": []}",0,0,0,
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/TrumpUnapologeticallyUsesPhrase.txt,530712341,TrumpUnapologeticallyUsesPhrase.txt,bf416e2f6049591f574f17ab5c582d6ef4ccaa9c36c55af83db0d2b97d6cdcc3,6449,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,d96b7803-fcb5-4b6e-9b82-1cfa41c0cb7a,12ecdd68-594c-4f36-a151-4fd2a25928c3,Sources2021_02_23,01.08.02,1,34edcf9d-4972-4742-914a-708b1325718b,"{""contrib_count"": 5, ""answer_text_list"": []}",0,0,0,
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/TrumpUnapologeticallyUsesPhrase.txt,530712341,TrumpUnapologeticallyUsesPhrase.txt,bf416e2f6049591f574f17ab5c582d6ef4ccaa9c36c55af83db0d2b97d6cdcc3,6449,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,d96b7803-fcb5-4b6e-9b82-1cfa41c0cb7a,ee1974bd-e1d3-4601-beb2-1b2ba4e4c5eb,Sources2021_02_23,01.06.01,1,7ec12d42-9ce5-45a0-9c22-17059884f0c1,"{""contrib_count"": 7, ""answer_text_list"": []}",1,2079,2275,The Chinese Communist Party's decision to expel journalists from China and Hong Kong is yet another step toward depriving the Chinese people and the World of access to true information about China
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/TrumpUnapologeticallyUsesPhrase.txt,530712341,TrumpUnapologeticallyUsesPhrase.txt,bf416e2f6049591f574f17ab5c582d6ef4ccaa9c36c55af83db0d2b97d6cdcc3,6449,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,d96b7803-fcb5-4b6e-9b82-1cfa41c0cb7a,469e127d-5060-47a9-a90d-1ee9fd477e7d,Sources2021_02_23,01.07.07,1,18e21aa9-9d29-437d-aa47-79e19060d9a9,"{""contrib_count"": 7, ""answer_text_list"": []}",1,2322,2329,tweeted
DDI-Goodly-Covid-AA-Subset-Articles (1)/DDI-DeKai/fox/TrumpUnapologeticallyUsesPhrase.txt,530712341,TrumpUnapologeticallyUsesPhrase.txt,bf416e2f6049591f574f17ab5c582d6ef4ccaa9c36c55af83db0d2b97d6cdcc3,6449,6e5544c4-bbee-4369-8aa7-09f73d037685,DDI_DeKai_QuotedSources_2022_04_22.IAA,2a7f2bc8-f2a9-4666-a65b-e6a2bcbcbc06,Consensus generated at 2022-06-06T022353,True,d96b7803-fcb5-4b6e-9b82-1cfa41c0cb7a,2bcf274a-f571-4993-8f94-bdf53128e17f,Sources2021_02_23,01.02.01,1,04ff53a6-01ec-47c4-945f-710f32d340ac,"{""contrib_count"": 4, ""answer_text_list"": []}",0,0,0,
